wavelengths,cal_factor,sensitivity
673.21,5.520167518830996e-7,18136.624522478207
673.579,5.522585943301362e-7,18130.846588941324
673.947,5.526661491997961e-7,18119.48903847933
674.316,5.52729204094753e-7,18120.547355619892
674.684,5.53077856381748e-7,18111.85329076947
675.052,5.531065159764418e-7,18113.906198199646
675.42,5.532282670301854e-7,18113.9895414469
675.788,5.537742695419085e-7,18101.21382995599
676.156,5.53990880730018e-7,18097.615015664047
676.525,5.540537132710294e-7,18099.70401448757
676.893,5.543272349803851e-7,18093.916471692384
677.26,5.545082235156002e-7,18086.917725476178
677.628,5.54458750700621e-7,18085.302123567424
677.996,5.547552102952309e-7,18072.091413861024
678.364,5.549764711302128e-7,18061.849971580024
678.732,5.551746807473043e-7,18053.051193639196
679.099,5.554047017994037e-7,18042.79136363035
679.467,5.55687535611945e-7,18032.2891528202
679.835,5.560381770295691e-7,18019.69075954053
680.202,5.565644625581562e-7,18000.182679012847
680.57,5.569723155073286e-7,17983.472138504432
680.937,5.572901350418145e-7,17969.498524143768
681.305,5.573375606566663e-7,17960.75367212596
681.672,5.57945493632057e-7,17933.08117143197
682.039,5.582337598769702e-7,17915.9383967165
682.407,5.583981050940919e-7,17904.377234934094
682.774,5.588663368592973e-7,17882.755455314535
683.141,5.592960401435352e-7,17863.824564116796
683.508,5.597955077822242e-7,17843.097414442633
683.875,5.602113286833925e-7,17825.734420562858
684.242,5.60419061998302e-7,17810.33845025182
684.609,5.605988481048755e-7,17793.295321938916
684.976,5.609180439199679e-7,17771.97524156985
685.343,5.61061982309988e-7,17756.54234378923
685.71,5.614212263021125e-7,17733.72555485058
686.077,5.615345082359577e-7,17718.055574281894
686.444,5.619674655287533e-7,17691.175714134642
686.81,5.623801683010739e-7,17664.470182813177
687.177,5.627331533676611e-7,17637.988130361817
687.543,5.629282274506755e-7,17614.283035253993
687.91,5.630246412822054e-7,17593.58009808197
688.277,5.634028953701914e-7,17566.179981758334
688.643,5.638048370669752e-7,17539.191413200107
689.009,5.642621866128855e-7,17510.219861601287
689.376,5.647450399178721e-7,17477.55194577729
689.742,5.648441885593924e-7,17456.860130070992
690.108,5.652946080107309e-7,17424.481960582158
690.475,5.658556965550116e-7,17387.381913656154
690.841,5.662021196717259e-7,17356.63216679223
691.207,5.668497852355964e-7,17318.762011738127
691.573,5.675125495791493e-7,17281.534188576486
691.939,5.682250137957948e-7,17243.400836737106
692.305,5.687498451221581e-7,17202.35513410263
692.671,5.693470055081414e-7,17157.713818059245
693.037,5.700346668352009e-7,17110.68713434059
693.403,5.705915601917875e-7,17068.34618577414
693.768,5.711623563755156e-7,17025.975310306545
694.134,5.720363988178635e-7,16977.095035756312
694.5,5.730142443390374e-7,16928.410107599357
694.865,5.740877091771562e-7,16877.636922182137
695.231,5.75009268182794e-7,16827.088559305223
695.597,5.762239065766271e-7,16766.022065802164
695.962,5.774284923718752e-7,16705.70484329355
696.328,5.785641169544593e-7,16647.325729996963
696.693,5.797506886875923e-7,16586.88607288733
697.058,5.812842172217694e-7,16517.22062100964
697.424,5.824932521108079e-7,16455.317468374502
697.789,5.83898183451363e-7,16388.50527884627
698.154,5.852985238930265e-7,16322.042762818708
698.519,5.86934332290945e-7,16247.552771939569
698.884,5.884176785442174e-7,16177.259933774854
699.249,5.901035118627465e-7,16103.673824536381
699.614,5.915924517169447e-7,16037.020971963355
699.979,5.933690162097743e-7,15962.794520231055
700.344,5.951633543405738e-7,15884.965153137442
700.709,5.966521186348081e-7,15815.744931329384
701.074,5.984403533317092e-7,15738.567771741291
701.439,6.00229129322454e-7,15659.315629667812
701.804,6.017525242617332e-7,15587.321798125606
702.168,6.036865871383287e-7,15506.657069305102
702.533,6.054998658569121e-7,15430.291949214168
702.898,6.076213087132331e-7,15347.213200089882
703.262,6.097793109004164e-7,15263.791239375554
703.627,6.118322253916979e-7,15183.243846743626
703.991,6.14003342169009e-7,15100.628398831479
704.355,6.160903200592372e-7,15018.787627394224
704.72,6.18388937241574e-7,14932.270974607087
705.084,6.205764494127077e-7,14848.518845091263
705.448,6.229840891970018e-7,14758.090587698769
705.812,6.250341116710259e-7,14677.09628821828
706.177,6.275346289458376e-7,14585.074028102745
706.541,6.302070246607957e-7,14490.230874674502
706.905,6.325798516098887e-7,14403.164064586048
707.269,6.353649269436163e-7,14305.76546377444
707.633,6.380934808630974e-7,14209.79297762091
707.997,6.40607878526859e-7,14119.745918097575
708.361,6.437063568808262e-7,14017.38738813764
708.724,6.469082603487099e-7,13914.090060937713
709.088,6.501841466921413e-7,13810.723986464141
709.452,6.536611986426795e-7,13706.557741470688
709.816,6.57294125489587e-7,13600.57214577468
710.179,6.612377116031683e-7,13488.748225403495
710.543,6.651434582918237e-7,13378.878890563237
710.906,6.693957099520752e-7,13263.673480852867
711.27,6.737442462946703e-7,13146.390417178864
711.633,6.782680551322333e-7,13026.528634783412
711.997,6.83159186726673e-7,12901.572526470245
712.36,6.882907285589137e-7,12772.514356056092
712.723,6.934391673637424e-7,12644.924628226992
713.086,6.987763829868305e-7,12516.250685384197
713.45,7.044935863696604e-7,12382.717393689447
713.813,7.104912988562747e-7,12246.898851304015
714.176,7.166283593895921e-7,12111.155789745011
714.539,7.234127934229222e-7,11967.182332024691
714.902,7.302722610292511e-7,11824.37701748821
715.265,7.3753080013405e-7,11678.435874608384
715.628,7.449973206567336e-7,11531.845929994317
715.991,7.529696998410124e-7,11379.806685304886
716.353,7.611458063456042e-7,11228.636094037098
716.716,7.697528010534695e-7,11073.411612536529
717.079,7.787780409408593e-7,10917.081694888377
717.442,7.88324934799531e-7,10759.671629588507
717.804,7.980229935765191e-7,10603.154898811645
718.167,8.087731335992944e-7,10435.75203764657
718.529,8.192223108662102e-7,10274.908679330096
718.892,8.302381862797379e-7,10111.491514322352
719.254,8.415197643530516e-7,9947.730676395573
719.616,8.531662356798299e-7,9783.59472379743
719.979,8.654010134611355e-7,9617.147265733438
720.341,8.777151067588342e-7,9456.490967072474
720.703,8.908420353899244e-7,9291.746994091303
721.065,9.04339030271658e-7,9128.128876683728
721.428,9.181722078417473e-7,8966.870775006284
721.79,9.320242089085441e-7,8810.048366842468
722.152,9.461027954854017e-7,8655.134549444165
722.514,9.601041426494152e-7,8504.75284331998
722.876,9.743612793365514e-7,8356.615875533713
723.238,9.886296410157338e-7,8212.575285852141
723.599,1.0032354816210831e-6,8069.848830815193
723.961,1.0171690086906616e-6,7936.215078452352
724.323,1.0307626541972272e-6,7811.821642807103
724.685,1.04538578359183e-6,7683.141719871516
725.046,1.0593706592741513e-6,7562.795779302321
725.408,1.0731409089942923e-6,7445.869788238087
725.769,1.0861737876037276e-6,7337.605396491779
726.131,1.0996717861760973e-6,7227.596255171774
726.492,1.1124847421990477e-6,7123.77028988381
726.854,1.1251452696974423e-6,7023.3232753036955
727.215,1.1376779907619914e-6,6925.224573369805
727.576,1.1498228566384647e-6,6831.419535101981
727.938,1.161294646831574e-6,6742.805007204132
728.299,1.1721671673778254e-6,6660.06035214339
728.66,1.1833927571276996e-6,6576.820098875087
729.021,1.1933070416333599e-6,6502.150152013852
729.382,1.2026427656202733e-6,6432.647645107133
729.743,1.2108427802201315e-6,6370.268018268096
730.104,1.2187182933154432e-6,6310.513792282989
730.465,1.226684990457157e-6,6250.859063991225
730.826,1.2314132940599027e-6,6208.30706798324
731.187,1.2358106875342173e-6,6167.53295594242
731.548,1.2396615281217446e-6,6129.904542570488
731.908,1.2426150050543584e-6,6096.985656501557
732.269,1.2439381236001537e-6,6071.797849995374
732.63,1.244941714121235e-6,6048.284872638831
732.99,1.2453210898564713e-6,6027.6559093733085
733.351,1.2450864226661739e-6,6009.151818878793
733.711,1.2446696060955686e-6,5991.520909175028
734.072,1.243163484420543e-6,5979.278838349803
734.432,1.2418432191045883e-6,5965.228790762846
734.793,1.239917022536393e-6,5954.6584499874425
735.153,1.2374827596642621e-6,5946.499855917303
735.513,1.235235849765496e-6,5937.952553171805
735.873,1.2320647900679998e-6,5933.954097103811
736.233,1.2284287480905718e-6,5931.674569404235
736.594,1.2238618690968649e-6,5933.977429247463
736.954,1.2194127174598396e-6,5935.485259943698
737.314,1.214040170976417e-6,5941.251103091826
737.674,1.2080109148030807e-6,5949.982390186515
738.033,1.2012078499016526e-6,5962.9525141769445
738.393,1.1933491106145045e-6,5980.603173123957
738.753,1.1854180131193198e-6,5998.673790168012
739.113,1.1763996714336314e-6,6022.615560270193
739.473,1.1667630170301016e-6,6049.803953682041
739.832,1.156884754838866e-6,6078.4986424502
740.192,1.1465342157547554e-6,6110.896595550617
740.551,1.1359872508165988e-6,6145.599458037561
740.911,1.1253658777136147e-6,6180.864227835719
741.27,1.1144476333326256e-6,6218.794030482082
741.63,1.1037100495001808e-6,6256.253280855509
741.989,1.092141988304905e-6,6299.138581776844
742.349,1.0798879436219174e-6,6345.3989544090555
742.708,1.0686371644937653e-6,6386.764330279836
743.067,1.056472403951619e-6,6434.599298092563
743.426,1.0448403685342472e-6,6479.972301093183
743.785,1.0326863436295591e-6,6529.935458883558
744.144,1.0209810811056129e-6,6578.148370147118
744.504,1.0093284755421683e-6,6627.294127638761
744.863,9.98140225122375e-7,6674.578443774709
745.221,9.874560454148992e-7,6719.235829665171
745.58,9.768209800697697e-7,6764.79411177645
745.939,9.665496550378683e-7,6808.701205535937
746.298,9.564342813320573e-7,6852.646933946672
746.657,9.473407829138333e-7,6889.8684769533875
747.015,9.379544684877284e-7,6930.058199495045
747.374,9.28894650772253e-7,6967.038632007507
747.733,9.198191907688502e-7,7005.071564156446
748.091,9.114626338479011e-7,7037.872831158872
748.45,9.038109236365739e-7,7065.796023846341
748.808,8.955379639956964e-7,7098.810900054196
749.167,8.873902366918505e-7,7131.9308363405535
749.525,8.7966129376961e-7,7162.155459280124
749.883,8.718880826073111e-7,7193.481805263651
750.242,8.640277110669863e-7,7225.459505492329
750.6,8.569243069521831e-7,7251.947718470347
750.958,8.495731481841081e-7,7280.954423603131
751.316,8.427564822148676e-7,7305.497803069364
751.674,8.359943723017995e-7,7329.444823597829
752.032,8.294138685426858e-7,7352.476068393001
752.39,8.233096166214428e-7,7371.163415553001
752.748,8.172766970374623e-7,7389.661370636211
753.106,8.113509634095637e-7,7407.62810273494
753.464,8.059581913199025e-7,7421.642166660052
753.822,8.005031726570019e-7,7436.172260115534
754.179,7.954538321348544e-7,7447.302473860225
754.537,7.906931603149607e-7,7456.358336307512
754.895,7.855084600372543e-7,7469.575614995173
755.252,7.812463347632317e-7,7473.610023000365
755.61,7.770275669766144e-7,7476.484326710815
755.967,7.729361953981772e-7,7478.546720466354
756.325,7.692842720224143e-7,7475.821075068399
756.682,7.656569916620267e-7,7473.054940450224
757.039,7.622561239820183e-7,7468.116145193063
757.397,7.59064345426102e-7,7461.896846043022
757.754,7.55779600964362e-7,7456.683942049671
758.111,7.526435002708516e-7,7449.583634717314
758.468,7.501002317734399e-7,7434.741144201658
758.825,7.473741214089366e-7,7421.716263499497
759.182,7.448992857453883e-7,7406.526398196979
759.539,7.428936096428236e-7,7386.595663639606
759.896,7.405403537390622e-7,7370.366116773081
760.253,7.386548927348876e-7,7350.547550594173
760.61,7.368355815127934e-7,7330.711980013488
760.967,7.351380930942579e-7,7309.337381528329
761.324,7.335349496488696e-7,7285.9199508268275
761.68,7.318287432743867e-7,7263.674658629763
762.037,7.298275769033871e-7,7244.390780690273
762.394,7.287740801300794e-7,7218.707808885541
762.75,7.277605432982608e-7,7192.462922499372
763.107,7.267873026752359e-7,7165.942703995987
763.463,7.264910375623821e-7,7133.456138715945
763.82,7.258604683058682e-7,7104.455222667261
764.176,7.257789527481641e-7,7069.011210030271
764.532,7.258357228972859e-7,7032.169763122759
764.889,7.253243744943155e-7,7000.453259705756
765.245,7.254459592686645e-7,6963.995513608545
765.601,7.251170718957427e-7,6932.446407185635
765.957,7.250915530879069e-7,6897.873776288483
766.313,7.258497427246804e-7,6856.764293267771
766.669,7.258192465196744e-7,6823.217534467479
767.025,7.264436117437198e-7,6783.653366776378
767.381,7.276634779917827e-7,6739.785512418874
767.737,7.285447524161192e-7,6698.818188787983
768.093,7.293917246871847e-7,6658.998545293524
768.449,7.307648291895549e-7,6616.344226117305
768.804,7.3189198683789e-7,6575.466051341027
769.16,7.3277464706421e-7,6536.981399452745
769.516,7.339908694058223e-7,6496.086663758575
769.871,7.350127307195294e-7,6456.451339043769
770.227,7.365062432991024e-7,6414.868946213533
770.582,7.380978054224867e-7,6373.46069648782
770.938,7.395765968934031e-7,6333.162845831512
771.293,7.414793835801718e-7,6291.254020435942
771.649,7.432461782262692e-7,6250.972422704257
772.004,7.454273136969469e-7,6207.53420179508
772.359,7.473883491828315e-7,6165.022632219
772.714,7.489296125098024e-7,6126.141355699201
773.07,7.507840906457034e-7,6085.149691345781
773.425,7.527076452331071e-7,6046.5499517521275
773.78,7.543441407516368e-7,6010.579250769984
774.135,7.563839028878095e-7,5972.089495181818
774.49,7.590483448827016e-7,5930.5310855110965
774.845,7.619137124620575e-7,5887.725184068949
775.199,7.650247118321991e-7,5844.23687657797
775.554,7.681781402257668e-7,5801.549634505816
775.909,7.711248037553953e-7,5760.774375090881
776.264,7.742071306961067e-7,5721.135934753009
776.618,7.774225031386313e-7,5681.910865024916
776.973,7.802582845666663e-7,5645.732526338049
777.328,7.832221929924211e-7,5606.559704432192
777.682,7.859849061112009e-7,5569.212947614707
778.037,7.892592551242348e-7,5528.608184954592
778.391,7.926267675467332e-7,5488.266753248468
778.745,7.958587078112702e-7,5449.402345639846
779.1,7.9928029677001e-7,5410.971312342204
779.454,8.031593992958309e-7,5373.189476675789
779.808,8.067434908423278e-7,5337.399658299287
780.162,8.104128533330568e-7,5302.522504659551
780.517,8.140455441218599e-7,5269.185205747455
780.871,8.180359959677238e-7,5233.7653547210175
781.225,8.216493907837174e-7,5200.506659528624
781.579,8.252525770202262e-7,5167.307750062786
781.933,8.287639484238763e-7,5135.043044374826
782.286,8.329724529547005e-7,5099.457499570399
782.64,8.369192084655774e-7,5066.033077553505
782.994,8.411808622085735e-7,5030.659369340785
783.348,8.461988742099621e-7,4995.53051909426
783.702,8.511708556499122e-7,4961.197748873121
784.055,8.563731688788537e-7,4926.071714187517
784.409,8.613604450662152e-7,4893.4103382638705
784.762,8.658476680447374e-7,4864.047070098214
785.116,8.709013294920939e-7,4831.523837754955
785.469,8.757663267818081e-7,4799.582498579006
785.823,8.809704069530607e-7,4765.984160817437
786.176,8.869074717427622e-7,4729.241554639064
786.529,8.929507465726218e-7,4692.260601974856
786.883,8.990889697275172e-7,4655.594811040174
787.236,9.061176316598669e-7,4618.014413556992
787.589,9.129970970335612e-7,4582.890956497597
787.942,9.202691638880753e-7,4546.516593303459
788.295,9.270326018847141e-7,4511.92270426036
788.648,9.3368009478298e-7,4478.41394297498
789.001,9.403009759890724e-7,4445.02516027547
789.354,9.466475061686211e-7,4414.905837331953
789.707,9.53777988688431e-7,4381.4678788119145
790.06,9.606637639676478e-7,4349.986553383295
790.413,9.680990992460727e-7,4319.1473959365985
790.765,9.75092561280872e-7,4290.484983675033
791.118,9.82198286180661e-7,4260.95996616039
791.471,9.88821334169473e-7,4233.192262494877
791.823,9.954836918670992e-7,4205.258138028578
792.176,1.002622353412815e-6,4175.472710869656
792.528,1.0095869892451624e-6,4146.584032597054
792.881,1.0158063760094661e-6,4120.86163765185
793.233,1.0219340201236322e-6,4096.883760954912
793.585,1.0273825242336452e-6,4076.783028644691
793.938,1.0321975374118667e-6,4059.1192720519243
794.29,1.0375699031427856e-6,4042.09324595842
794.642,1.0438704033556922e-6,4022.190529536955
794.994,1.0508304041882212e-6,4000.0390331918943
795.346,1.0565021611998723e-6,3980.5951395222733
795.698,1.062080223237735e-6,3961.621850999989
796.05,1.0678881268359566e-6,3942.043750908775
796.402,1.0731925995575367e-6,3925.4541360986714
796.754,1.0779170055381398e-6,3911.153375368469
797.106,1.0820221477570606e-6,3899.484713354752
797.458,1.0858839701108564e-6,3889.2372103475154
797.809,1.0903787294085773e-6,3876.8803730287714
798.161,1.0952077685203691e-6,3862.4688622754547
798.513,1.0994099504804325e-6,3849.3769104175735
798.864,1.1035368807512653e-6,3836.7282296334483
799.216,1.1082841721849228e-6,3822.9189204372688
799.567,1.1127600360868366e-6,3810.3685185919576
799.919,1.1173041459883168e-6,3798.053233929493
800.27,1.1215008009779604e-6,3787.3857364740725
800.622,1.125753644904723e-6,3777.0592596264505
800.973,1.1300418819457159e-6,3766.674266698388
801.324,1.1337983424897953e-6,3758.6833392817052
801.675,1.137556258839389e-6,3750.7211656157815
802.027,1.1404073156059058e-6,3745.7254286129737
802.378,1.142668165692431e-6,3743.2609608597377
802.729,1.1456674391606244e-6,3738.634745079374
803.08,1.1484001972427097e-6,3734.622101492382
803.431,1.1512084372605773e-6,3730.220278648006
803.782,1.1548390747509297e-6,3723.08450185721
804.133,1.1586400714330056e-6,3715.055570316323
804.483,1.1625077117179985e-6,3706.6359578855518
804.834,1.1655317715380555e-6,3700.8346029794766
805.185,1.1681973753688892e-6,3696.242822302421
805.535,1.1699804444112284e-6,3693.6557243129655
805.886,1.1711073537866704e-6,3693.4917899300717
806.237,1.1720707683947133e-6,3693.779770921727
806.587,1.1730740169278026e-6,3694.107122179479
806.938,1.1733926675056819e-6,3696.403176428604
807.288,1.1740818155707e-6,3697.686384185271
807.638,1.1749174501508207e-6,3698.448645093912
807.989,1.1759433529533057e-6,3698.5809989292875
808.339,1.1772024688628947e-6,3697.709366697066
808.689,1.178388091132806e-6,3696.8889776737888
809.039,1.1803335842441551e-6,3693.9027336056424
809.39,1.1815980405715104e-6,3692.4620150427572
809.74,1.1833416646040149e-6,3689.8807266262165
810.09,1.1849471357647567e-6,3687.6419472313655
810.44,1.1864697042499971e-6,3686.2651544593014
810.79,1.1880900505227432e-6,3684.79128233599
811.14,1.1885260855247134e-6,3687.2762177631466
811.489,1.1899901617717002e-6,3686.8385540177933
811.839,1.1915448071932385e-6,3686.2380920278597
812.189,1.1937067829639584e-6,3683.1416220539104
812.539,1.196559167204441e-6,3677.56375130533
812.888,1.1993831708762567e-6,3672.2115127361076
813.238,1.2015848478763719e-6,3666.3952201557167
813.587,1.2031123279389152e-6,3661.563106898786
813.937,1.2048401320180113e-6,3656.3595676197233
814.286,1.205285083836637e-6,3656.3884495908833
814.636,1.2060173582980637e-6,3655.777246169917
814.985,1.2052913752666522e-6,3659.583667763812
815.334,1.2038469507286898e-6,3665.9489431732536
815.684,1.2031151650064387e-6,3670.1957687274453
816.033,1.201860110989721e-6,3676.013239084742
816.382,1.1999908548009472e-6,3683.661111551737
816.731,1.1982737475323282e-6,3691.205697214842
817.08,1.1965173550957737e-6,3699.2169521883366
817.429,1.1960165580551145e-6,3704.668378474842
817.778,1.1959460088485441e-6,3709.2181967191495
818.127,1.1960390773616543e-6,3712.7284913616413
818.476,1.1967571469838e-6,3714.1303703850654
818.825,1.1963541471522782e-6,3718.987396729718
819.173,1.1960478451577733e-6,3721.986593700025
819.522,1.1941550151889124e-6,3728.5182575246827
819.871,1.1920993874482534e-6,3735.665147189064
820.219,1.1891793637089225e-6,3744.3522207241112
820.568,1.1861537603379062e-6,3752.293669614415
820.917,1.1823432899222913e-6,3762.969997091913
821.265,1.1807572839183492e-6,3768.580396161313
821.613,1.1808767770789235e-6,3769.734324728027
821.962,1.1808832460024532e-6,3770.9902281529685
822.31,1.1823020433765584e-6,3768.6041460126107
822.658,1.184428586993615e-6,3763.6875295766063
823.007,1.1869871008904189e-6,3757.800385982998
823.355,1.1887236380235839e-6,3752.6732812520686
823.703,1.1900234414854372e-6,3749.006147308035
824.051,1.1899108507963791e-6,3749.308697175188
824.399,1.1881000152363547e-6,3753.437933404716
824.747,1.1862808227454833e-6,3757.448647737643
825.095,1.1840267353250035e-6,3763.5210407000563
825.443,1.1826042098976805e-6,3768.771640163386
825.791,1.18183221787418e-6,3772.0999702581566
826.138,1.1819055563065845e-6,3772.2367635589717
826.486,1.1834187443564139e-6,3767.280671769045
826.834,1.1846387499370362e-6,3762.942318673912
827.181,1.1863838714322752e-6,3756.1250492392674
827.529,1.188124967265797e-6,3748.483226923636
827.877,1.1877436554994828e-6,3747.139209660145
828.224,1.1858008806943764e-6,3750.7630203169847
828.571,1.181893205329127e-6,3760.3710658153855
828.919,1.1774422231517831e-6,3771.754473833788
829.266,1.1722538830914356e-6,3787.302436187223
829.613,1.1678308490405693e-6,3801.1903418328943
829.961,1.1646488139230082e-6,3810.9382691570527
830.308,1.1624392329615504e-6,3816.5499841376845
830.655,1.1607465192111444e-6,3820.3694386062334
831.002,1.1608291010169794e-6,3818.4098062153894
831.349,1.160407465045853e-6,3816.279325455051
831.696,1.1600066130101547e-6,3813.9984487977626
832.043,1.1597742634001911e-6,3811.0255859142626
832.39,1.1584306062270036e-6,3811.7721953444116
832.737,1.1567250759180498e-6,3813.5161147902877
833.084,1.1548416795493668e-6,3815.771930972493
833.43,1.1529028246960263e-6,3818.4075246857274
833.777,1.1516471846162842e-6,3818.495263777084
834.124,1.1509997199788565e-6,3816.1960469788883
834.47,1.151987875205363e-6,3808.0094222151756
834.817,1.1545828183742438e-6,3794.743208946348
835.163,1.158457729564483e-6,3776.707890179906
835.51,1.1634480002052482e-6,3755.0556833353185
835.856,1.1693352801426302e-6,3730.9609886187927
836.203,1.1759089943530879e-6,3704.712242402616
836.549,1.1828575490854538e-6,3677.4269884072887
836.895,1.1890534965216199e-6,3653.3572893947185
837.241,1.1941089266491863e-6,3632.0487310147873
837.588,1.198601123624044e-6,3611.811899380044
837.934,1.2029406083833558e-6,3592.478320841763
838.28,1.207250175365592e-6,3573.142867245637
838.626,1.2131952842895086e-6,3549.103442122373
838.972,1.2205385114964554e-6,3521.1421719474974
839.318,1.2295674193227883e-6,3489.853880318831
839.664,1.2393833641216584e-6,3456.747587606244
840.009,1.2489805339218378e-6,3424.8657770551636
840.355,1.258781245855488e-6,3393.6942604856513
840.701,1.267595961429253e-6,3365.595614730807
841.046,1.2751697605180874e-6,3340.9580871369853
841.392,1.2822676093090395e-6,3316.511510092396
841.738,1.2916421619339315e-6,3286.2725767008997
842.083,1.3032801306832947e-6,3250.5475618299797
842.429,1.31614423982793e-6,3211.097274986447
842.774,1.329183868263961e-6,3172.175846981537
843.119,1.3417253635515065e-6,3134.8478004256353
843.465,1.3529818853007533e-6,3100.7595894304063
843.81,1.363295854637547e-6,3069.4125556833324
844.155,1.3715193486516447e-6,3043.3214121426063
844.5,1.3810483480044821e-6,3014.5979597097194
844.846,1.3899561479152217e-6,2987.6293723810722
845.191,1.3995908660442704e-6,2959.5512174326873
845.536,1.4119428694879388e-6,2926.365190810429
845.881,1.4247591320595973e-6,2892.7813743374236
846.226,1.4383612817434907e-6,2857.598172529116
846.57,1.453049609847204e-6,2820.284057051459
846.915,1.470587069873837e-6,2778.403840663049
847.26,1.4897660166684332e-6,2732.8731880609635
847.605,1.5096556082585401e-6,2686.5640797874466
847.95,1.5308632362157152e-6,2639.3832104003927
848.294,1.5541488864826425e-6,2592.8235595035103
848.639,1.5793236845278646e-6,2545.020192727124
848.983,1.6083331542731464e-6,2492.791394033127
849.328,1.6425671985231415e-6,2434.76527078294
849.672,1.6817385458258053e-6,2372.3583296982206
850.017,1.7212716024302464e-6,2312.034222283907
850.361,1.7561920510403443e-6,2259.295840107862
850.705,1.7870702367348386e-6,2213.428926253453
851.049,1.8190097150029772e-6,2167.535337272472
851.394,1.858573800480559e-6,2113.4763446616726
851.738,1.9054666670037779e-6,2053.6179078928253
852.082,1.9559293425924234e-6,1993.4524811304552
852.426,2.003126370607696e-6,1941.0238622093525
852.77,2.0433133525391552e-6,1897.5533423219792
853.114,2.0845116094314123e-6,1854.9920582675693
853.458,2.141516520509753e-6,1800.987944640519
853.802,2.209118304904862e-6,1741.3409036232167
854.145,2.27350742282358e-6,1687.1577024758417
854.489,2.3256263207910906e-6,1644.017814701723
854.833,2.3813039556742133e-6,1600.3183460892797
855.176,2.4554323553644135e-6,1545.9920020885368
855.52,2.5390874144963734e-6,1488.2724702912064
855.864,2.616457412886261e-6,1437.6246011288702
856.207,2.685592705296308e-6,1395.1994355659542
856.551,2.764985716339684e-6,1350.6782917608502
856.894,2.8708796645168407e-6,1296.5520819288581
857.237,0.001019761333265619,3.6345573753126246
857.581,0.0010835140405590713,3.4019775019492045
857.924,0.0010892206635377442,3.3749970258154462
858.267,0.0010732449358596139,3.4179898481158943
